,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
2078,Private,Institutional,I,I4,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,24.8,N,Y,USDA/TC/LM,
1566,Private,Private,R,R137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,24.9,Y,Y,USDA/TC/LM,
1589,Private,Private,R,R138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,24.9,Y,Y,USDA/TC/LM,
1655,Private,Private,R,R142,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,24.9,N,N,USDA/TC/LM,
1853,Private,Private,R,R156,AL,ALGL,ALGL,Alnus glutinosa,European Black Alder,24.9,N,N,USDA/TC,
2546,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,24.9,N,N,USDA/TC,
2561,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,24.9,N,N,USDA/TC,
6,Public,Street,S,S127,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,25,N,Y,USDA/TC/LM/Mortens,
79,Public,Street,S,S18,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,25,Y,Y,USDA/LM,
85,Public,Street,S,S24,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,25,Y,Y,USDA/LM,
97,Public,Street,S,S35,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,25,Y,Y,USDA/LM,
99,Public,Street,S,S36,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,25,Y,Y,USDA/LM,
243,Public,Street,S,S79,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,25,Y,Y,USDA/LM/NRC,
296,Public,Street,S,S66,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25,Y,Y,USDA/TC/Mortens/LM,
446,Public,Street,S,S11,GL,GLTR,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,25,N,Y,USDA/LM,
456,Public,Street,S,S59,GL,GLTR,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,25,N,Y,USDA/LM,
742,Public,Street,S,S56,UL,ULAM,ULAM,Ulmus americana,White Elm,25,Y,Y,USDA/TC/LM,
958,Private,Private,R,R29,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
983,Private,Private,R,R39,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25,Y,Y,USDA/TC/Mortens/LM,
1003,Private,Private,R,R44,AC,ACTA,ACTA,Acer tataricum,Tartarian Maple,25,N,N,USDA,
1565,Private,Private,R,R137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,25,Y,Y,USDA/TC/LM,
1716,Private,Private,R,R144,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25,N,N,USDA/TC,
2033,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,25,Y,Y,TC/LM,
2044,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25,Y,Y,USDA/TC/Mortens/LM,
2310,Private,Institutional,I,I6,MA,MA,MA,Malus_X,,25,N,N,NA,
2457,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,25,N,N,USDA/TC/Mortens,NA
2005,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,25.1,Y,Y,TC/LM,
2015,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25.1,Y,Y,USDA/TC/Mortens/LM,
1237,Private,Private,R,R113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.2,N,N,USDA/TC,
2089,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25.2,Y,Y,USDA/TC/Mortens/LM,
2444,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,25.2,N,N,USDA/TC/Mortens,NA
2454,Private,Institutional,I,I1,PI,PIGL,PIGL,Picea glauca,White Spruce,25.2,Y,Y,USDA/TC/LM,
2463,Private,Institutional,I,I1,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,25.2,N,N,USDA/TC/LM,
1049,Private,Private,R,R67,RH,RHTY,RHTY,Rhus typhina,,25.3,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/rhutyp/all.html,
1252,Private,Private,R,R113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.3,N,N,USDA/TC,
1330,Private,Private,R,R118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,25.3,N,Y,USDA/TC/LM,
1334,Private,Private,R,R118,EU,EUAL,EUAL,Euonymus alatus,Burning Bush,25.3,N,N,USDA/TC,
1707,Private,Private,R,R144,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.3,N,N,USDA/TC,
1981,Private,Private,R,R161,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,25.4,Y,Y,USDA/LM,
1074,Private,Private,R,R73,TI,TIAM,TIAM,Tilia americana ,American Basswood,25.5,Y,Y,Mortens/LM,
2354,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.5,N,N,USDA/TC,
2492,Private,Institutional,I,I1,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,25.5,N,N,USDA/TC/LM,
1219,Private,Private,R,R113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,25.6,Y,Y,USDA/TC/LM,
1239,Private,Private,R,R113,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.6,N,N,USDA/TC,
1811,Private,Private,R,R152,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.6,N,N,USDA/TC,
2460,Private,Institutional,I,I1,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,25.7,N,N,USDA/TC/LM,
1597,Private,Private,R,R139,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,25.8,N,N,USDA/TC/LM,
2021,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,25.8,Y,Y,USDA/TC/Mortens/LM,
2631,Private,Institutional,I,I1,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,25.8,Y,Y,TC/LM,
1306,Private,Private,R,R116,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.9,N,N,USDA/TC,
2491,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,25.9,N,N,USDA/TC/Mortens,NA
23,Public,Street,S,S120,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
58,Public,Street,S,S62,AC,ACPL,ACPLEQ,Acer platanoides 'Emerald Queen',Emerald Queen Norway Maple,26,N,N,USDA/TC,
83,Public,Street,S,S22,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,26,Y,Y,USDA/LM,
84,Public,Street,S,S24,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,26,Y,Y,USDA/LM,
110,Public,Street,S,S44,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,26,Y,Y,USDA/LM,
258,Public,Street,S,S89,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,26,Y,Y,USDA/LM/NRC,
740,Public,Parc,P,P1,TI,TICO,TICOSH,Tilia cordata 'Sheridan',Sheridan Littleleaf Linden,26,N,N,USDA,
744,Public,Street,S,S69,UL,ULAM,ULAM,Ulmus americana,White Elm,26,Y,Y,USDA/TC/LM,
1313,Private,Private,R,R117,PN,PNNI,PNNI,Pinus nigra,NA,26,N,N,USDA/TC/Mortens,NA
2148,Private,Institutional,I,I6,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,26,N,Y,USDA/TC/LM,
2172,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26,N,N,USDA/TC,
2195,Private,Institutional,I,I6,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,26,N,N,USDA/TC/LM,
2294,Private,Institutional,I,I6,AB,ABBA,ABBA,Abies balsamea,Balsam fir,26,Y,Y,USDA/TC/LM,
906,Private,Private,R,R14,PI,PIAB,PIAB,Picea abies,Norway Spruce,26.1,N,N,USDA/TC/Mortens,
964,Private,Private,R,R33,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,26.1,Y,Y,USDA/LM,
2088,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,26.1,Y,Y,USDA/TC/Mortens/LM,
1807,Private,Private,R,R152,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26.2,N,N,USDA/TC,
1921,Private,Private (Alley),A,A4,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26.2,N,Y,USDA/TC/LM/Mortens,
2062,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,26.2,Y,Y,USDA/TC/Mortens/LM,
2012,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,26.3,Y,Y,USDA/TC/Mortens/LM,
2520,Private,Institutional,I,I1,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,26.3,N,N,USDA/TC/LM,
1218,Private,Private,R,R113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,26.4,Y,Y,USDA/TC/LM,
1497,Private,Private,R,R132,MA,MASY,MASY,Malus sylvestris,Crab Apple,26.4,N,N,USDA/TC,Synonym: Malus pumila & Malus domestica
2468,Private,Institutional,I,I1,PR,PRVI,PRVI,Prunus virginiana,Chokecherry,26.4,Y,Y,USDA/TC/LM,Synonym: Common chokecherry
2538,Private,Institutional,I,I1,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,26.4,Y,Y,Mortens/LM,Hybrid of silver &red
2572,Private,Institutional,I,I1,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,26.4,Y,Y,USDA/TC/LM,
2090,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,26.5,Y,Y,USDA/TC/Mortens/LM,
1785,Private,Private,R,R152,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,26.6,Y,Y,USDA/TC/LM,
1912,Private,Private (Alley),A,A1,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26.6,N,Y,USDA/TC/LM/Mortens,
892,Private,Private,R,R13,SY,SYVU,SYVU,Syringa vulgaris,Common Lilac,26.7,N,N,USDA/TC/Mortens,
1262,Private,Private,R,R113,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26.7,N,Y,USDA/TC/LM/Mortens,
2092,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,26.7,Y,Y,USDA/TC/Mortens/LM,
1201,Private,Private,R,R113,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,26.8,Y,Y,TC/LM,
1271,Private,Private,R,R114,AC,ACPL,ACPL,Acer platanoides,Norway Maple,26.8,N,N,USDA/TC,
1329,Private,Private,R,R118,MA,MAIO,MAIO,Malus ioensis,,26.8,N,Y,http://bonap.net/Napa/TaxonMaps/Genus/County/Malus,
1515,Private,Private,R,R132,AM,AMCA,AMCA,Amelanchier canadensis,Downy Serviceberry,26.8,Y,Y,USDA/TC/LM,Synonym: Amelanchier arborea
1916,Private,Private (Alley),A,A2,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26.8,N,Y,USDA/TC/LM/Mortens,
2534,Private,Institutional,I,I1,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,26.8,N,N,USDA/TC/LM,
1709,Private,Private,R,R144,MA,MAIO,MAIO,Malus ioensis,,26.9,N,Y,http://bonap.net/Napa/TaxonMaps/Genus/County/Malus,
2634,Private,Institutional,I,I1,CE,CEOC,CEOC,Celtis occidentalis ,Common Hackberry,26.9,Y,Y,USDA/LM/NRC,
1828,Private,Private,R,R153,TA,TACA,TACA,Taxus canadensis,Canadian Yew,26.95,Y,Y,USDA/TC/LM,
90,Public,Street,S,S32,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,27,Y,Y,USDA/LM,
119,Public,Street,S,S70,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,27,Y,Y,USDA/LM,
155,Public,Street,S,S98,AC,ACSA,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,27,Y,Y,USDA/LM,
250,Public,Street,S,S88,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,27,Y,Y,USDA/LM/NRC,
289,Public,Street,S,S2,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,27,Y,Y,USDA/TC/Mortens/LM,
417,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,27,N,Y,USDA/LM,
431,Public,Parc,P,P1,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,27,N,Y,USDA/LM,
443,Public,Parc,P,P2,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,27,N,Y,USDA/LM,
468,Public,Street,S,S104,GL,GLTR,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,27,N,Y,USDA/LM,
2258,Private,Institutional,I,I6,QU,QURU,QURU,Quercus rubra,Red Oak,27,Y,Y,TC/LM,
2315,Private,Institutional,I,I6,PI,PIGL,PIGL,Picea glauca,White Spruce,27,Y,Y,USDA/TC/LM,
2053,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,27.1,Y,Y,USDA/TC/Mortens/LM,
1127,Private,Private,R,R5,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,27.2,Y,Y,USDA/TC/LM,
1915,Private,Private (Alley),A,A2,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,27.2,N,Y,USDA/TC/LM/Mortens,
1011,Private,Private,R,R44,AC,ACTA,ACTA,Acer tataricum,Tartarian Maple,27.3,N,N,USDA,
1799,Private,Private,R,R152,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,27.3,N,N,USDA,
2073,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,27.3,Y,Y,USDA/TC/Mortens/LM,
2109,Private,Private,R,R163,PI,PIGL,PIGL,Picea glauca,White Spruce,27.3,Y,Y,USDA/TC/LM,
2605,Private,Institutional,I,I1,SA,SADI,SADI,Salix discolor,Pussy Willow,27.3,Y,Y,USDA/LM,
1335,Private,Private,R,R118,EU,EUAL,EUAL,Euonymus alatus,Burning Bush,27.4,N,N,USDA/TC,
1560,Private,Private,R,R137,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,27.4,N,N,USDA/TC/LM,
1914,Private,Private (Alley),A,A1,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,27.4,N,Y,USDA/TC/LM/Mortens,
2013,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,27.5,Y,Y,USDA/TC/Mortens/LM,
1002,Private,Private,R,R44,AC,ACTA,ACTA,Acer tataricum,Tartarian Maple,27.6,N,N,USDA,
1802,Private,Private,R,R152,PI,PIMA,PIMA,Picea mariana,Black spruce,27.6,Y,Y,USDA/TC/LM,
2014,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,27.6,Y,Y,USDA/TC/Mortens/LM,
2113,Private,Private,R,R163,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,27.6,N,N,USDA/TC/LM,
1599,Private,Private,R,R139,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,27.7,N,N,USDA/TC/LM,
1538,Private,Private,R,R135,PI,PIMA,PIMA,Picea mariana,Black spruce,27.8,Y,Y,USDA/TC/LM,
2037,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,27.9,Y,Y,TC/LM,
10,Public,Street,S,S25,AC,ACPL,ACPL,Acer platanoides,Norway Maple,28,N,N,USDA/TC,
74,Public,Street,S,S16,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,28,Y,Y,USDA/LM,
78,Public,Street,S,S16,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,28,Y,Y,USDA/LM,
81,Public,Street,S,S18,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,28,Y,Y,USDA/LM,
141,Public,Street,S,S110,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,28,Y,Y,USDA/LM,
272,Public,Street,S,S95,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,28,Y,Y,USDA/LM/NRC,
685,Public,Street,S,S19,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,28,N,N,USDA,
795,Public,Street,S,S56,UL,ULHO,ULXXHO,Ulmus x 'Homestead',Homestead Elm,28,N,N,Mortens/TB,"From the non-native U. x hollandica, non-native U. minor and non-native  U. pumila. Deemed non-invasive: Fast grower (Mortens) but does not state invasive, no invasive traits mentioned in TB either (KP)
"
890,Public,Street,S,S84,ZE,ZESE,ZESEGV,Zelkova serrata 'Green Vase',Green Vase Japanese Zelkova,28,N,N,USDA/TC/Mortens,
2322,Private,Institutional,I,I6,PN,PNSY,PNSY,Pinus sylvestris,Scots Pine,28,N,N,USDA/TC/Mortens,
1872,Private,Private,R,R157,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,28.1,Y,Y,USDA/TC/LM,
2017,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,28.1,Y,Y,USDA/TC/Mortens/LM,
985,Private,Private,R,R39,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,28.2,Y,Y,USDA/TC/Mortens/LM,
1448,Private,Private,R,R119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,28.2,N,N,USDA/TC,
1949,Private,Private (Alley),A,A9,UL,ULAM,ULAM,Ulmus americana,White Elm,28.2,Y,Y,USDA/TC/LM,
2010,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,28.2,Y,Y,USDA/TC/Mortens/LM,
1577,Private,Private,R,R137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,28.3,Y,Y,USDA/TC/LM,
1766,Private,Private,R,R151,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,28.4,N,N,USDA/TC/LM,
915,Private,Private,R,R18,SY,SYVU,SYVU,Syringa vulgaris,Common Lilac,28.5,N,N,USDA/TC/Mortens,
2011,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,28.5,Y,Y,USDA/TC/Mortens/LM,
2067,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,28.5,Y,Y,USDA/TC/Mortens/LM,
2355,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,28.5,N,N,USDA/TC,
984,Private,Private,R,R39,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,28.6,Y,Y,USDA/TC/Mortens/LM,
1706,Private,Private,R,R144,AC,ACPL,ACPL,Acer platanoides,Norway Maple,28.6,N,N,USDA/TC,
2440,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,28.7,N,N,USDA/TC/Mortens,NA
2517,Private,Institutional,I,I1,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,28.7,Y,Y,TC/LM,
2675,Private,Institutional,I,I3,MO,MOAL,MOAL,Morus alba,White Mulberry,28.8,N,N,USDA/TC/Mortens,
990,Private,Private,R,R39,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,28.9,Y,Y,USDA/TC/Mortens/LM,
1196,Private,Private,R,R113,PI,PIAB,PIAB,Picea abies,Norway Spruce,28.9,N,N,USDA/TC/Mortens,
2471,Private,Institutional,I,I1,PI,PIGL,PIGL,Picea glauca,White Spruce,28.9,Y,Y,USDA/TC/LM,
12,Public,Street,S,S45,AC,ACPL,ACPL,Acer platanoides,Norway Maple,29,N,N,USDA/TC,
77,Public,Street,S,S16,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,29,Y,Y,USDA/LM,
94,Public,Street,S,S35,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,29,Y,Y,USDA/LM,
101,Public,Street,S,S36,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,29,Y,Y,USDA/LM,
131,Public,Street,S,S102,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,29,Y,Y,USDA/LM,
244,Public,Street,S,S79,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,29,Y,Y,USDA/LM/NRC,
247,Public,Street,S,S88,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,29,Y,Y,USDA/LM/NRC,
262,Public,Street,S,S89,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,29,Y,Y,USDA/LM/NRC,
301,Public,Street,S,S62,FR,FRPE,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,29,Y,Y,USDA/TC/Mortens/LM,
686,Public,Street,S,S19,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,29,N,N,USDA,
754,Public,Street,S,S74,UL,ULAM,ULAM,Ulmus americana,White Elm,29,Y,Y,USDA/TC/LM,
796,Public,Street,S,S58,UL,ULHO,ULXXHO,Ulmus x 'Homestead',Homestead Elm,29,N,N,Mortens/TB,"From the non-native U. x hollandica, non-native U. minor and non-native  U. pumila. Deemed non-invasive: Fast grower (Mortens) but does not state invasive, no invasive traits mentioned in TB either (KP)
"
807,Public,Street,S,S83,UL,ULHO,ULXXHO,Ulmus x 'Homestead',Homestead Elm,29,N,N,Mortens/TB,"From the non-native U. x hollandica, non-native U. minor and non-native  U. pumila. Deemed non-invasive: Fast grower (Mortens) but does not state invasive, no invasive traits mentioned in TB either (KP)
"
2175,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,29,N,N,USDA/TC,
2177,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,29,N,N,USDA/TC,
1487,Private,Private,R,R127,MA,MAST,MAST,Magnolia stellata,,29.1,N,N,NA,
2016,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,29.1,Y,Y,USDA/TC/Mortens/LM,
2485,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,29.1,N,N,USDA/TC/Mortens,NA
1288,Private,Private,R,R114,TI,TIAM,TIAM,Tilia americana ,American Basswood,29.2,Y,Y,Mortens/LM,
1435,Private,Private,R,R118,PI,PIAB,PIAB,Picea abies,Norway Spruce,29.2,N,N,USDA/TC/Mortens,
1816,Private,Private,R,R152,AC,ACPL,ACPL,Acer platanoides,Norway Maple,29.2,N,N,USDA/TC,
1910,Private,Private (Alley),A,A1,UL,ULLA,ULLA,Ulmus laevis,White Elm,29.2,N,N,http://www.euforgen.org/species/ulmus-laevis/,
2573,Private,Institutional,I,I1,MO,MOAL,MOAL,Morus alba,White Mulberry,29.2,N,N,USDA/TC/Mortens,
2614,Private,Institutional,I,I1,PI,PIAB,PIAB,Picea abies,Norway Spruce,29.2,N,N,USDA/TC/Mortens,
1632,Private,Private,R,R140,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,29.3,N,Y,TC/lLM/Mortens,
1786,Private,Private,R,R152,TA,TACA,TACA,Taxus canadensis,Canadian Yew,29.4,Y,Y,USDA/TC/LM,
1309,Private,Private,R,R116,AC,ACPL,ACPL,Acer platanoides,Norway Maple,29.5,N,N,USDA/TC,
2052,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,29.5,Y,Y,TC/LM,
2407,Private,Institutional,I,I1,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,29.5,N,N,USDA/TC/LM,
1085,Private,Private,R,R79,MA,MASY,MASY,Malus sylvestris,Crab Apple,29.6,N,N,USDA/TC,Synonym: Malus pumila & Malus domestica
1256,Private,Private,R,R113,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,29.6,N,Y,USDA/TC/LM/Mortens,
2402,Private,Institutional,I,I1,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,29.6,N,N,USDA/TC/LM,
2452,Private,Institutional,I,I1,PI,PIGL,PIGL,Picea glauca,White Spruce,29.6,Y,Y,USDA/TC/LM,
2459,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,29.7,N,N,USDA/TC/Mortens,NA
2505,Private,Institutional,I,I1,EU,EUAL,EUAL,Euonymus alatus,Burning Bush,29.7,N,N,USDA/TC,
1493,Private,Private,R,R129,PR,PRCR,PRCR,Prunus cerasus,NA,29.8,N,N,USDA/TC,NA
2086,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,29.8,Y,Y,USDA/TC/Mortens/LM,
2681,Private,Private (Alley),A,A13,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,29.9,N,Y,USDA/TC/LM/Mortens,
2683,Private,Private,R,R164,UL,ULMI,ULMI,Ulmus minor Mill.,,29.9,N,N,https://spain.inaturalist.org/taxa/79461-Ulmus-minor,
67,Public,Street,S,S15,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,30,Y,Y,USDA/LM,
75,Public,Street,S,S16,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,30,Y,Y,USDA/LM,
93,Public,Street,S,S35,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,30,Y,Y,USDA/LM,
102,Public,Street,S,S36,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,30,Y,Y,USDA/LM,
122,Public,Street,S,S72,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,30,Y,Y,USDA/LM,
129,Public,Street,S,S102,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,30,Y,Y,USDA/LM,
138,Public,Parc,P,P1,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,30,Y,Y,USDA/LM,
164,Public,Street,S,S110,AC,ACSA,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,30,Y,Y,USDA/LM,
264,Public,Street,S,S89,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,30,Y,Y,USDA/LM/NRC,
273,Public,Street,S,S95,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,30,Y,Y,USDA/LM/NRC,
292,Public,Street,S,S16,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,30,Y,Y,USDA/TC/Mortens/LM,
548,Public,Street,S,S114,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,30,N,Y,USDA/LM,
694,Public,Street,S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,30,N,N,USDA,
1162,Private,Private,R,R9,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,30,Y,Y,USDA/TC/LM,
1607,Private,Private,R,R139,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,30,N,N,USDA/TC/LM,
1984,Private,Private,R,R161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,30,N,Y,USDA/TC/LM/Mortens,
2231,Private,Institutional,I,I6,PI,PIGL,PIGL,Picea glauca,White Spruce,30,Y,Y,USDA/TC/LM,
2300,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,30,N,N,USDA/TC,
2335,Private,Institutional,I,I6,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,30,N,N,USDA/TC/LM,
2480,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,30,N,N,USDA/TC/Mortens,NA
